Παλαιά Ονομασία,Παραλλαγή Παλαιάς Ονομασίας,Νέα Ονομασία,Παραλλαγή Νέας Ονομασίας,Γεωγραφικό Διαμέρισμα,Νομός,Επαρχία,Φ.Ε.Κ.,Σχόλια,Latitude,Longitude
Τσιπισλή,,Κλαδερόν,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Σεντζελή,,Ξηροκώμη,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Ρηγόζαινον,,Καπνοχώρι,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.8634273,22.2226417
Δαϊτσά,,Αγριλιά,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9309474,22.3877679
Μάκρυσι,,Μάκρη,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9471242,22.1438114
Σέλιανη,,Μάρμαρα,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.8041889,22.1067561
Τσερνέσι,,Ελατοχώρι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.8717572,20.9798091
Λιάσκοβο,,Μεσοχώρι,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,39.0695832,22.0691942
Λιασκοβέτσι,,Λεπτοκαρυά Ζαγορίου,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.8230371,20.9129119
Πρεβενίκος,Προκοβενίκος,Σκαμνός,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.7466348,22.4495972
Ζημιανή,,Δίκαστρον,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9922577,21.9421284
Μπαϊρακλή,,Νέα Κερασιά,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Πόζαλον,,Μικράλωνα,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Τσερνοβίτι,,Παλαιοκερασιά,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9293141,22.7309523
Βελέσι,Βέλεσι,Καμαρόβρυση,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,39.0,22.0
Μαχαλάς,,Κυπαρισσώνας,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9777441,22.8505886
Γαρδίκι,,Πελασγία,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,Β6/1927,,38.9470064,22.8406125
Μούστροβον,,Περιβόλιον,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.8453025,22.084517885317457
Παζαρλή,,Δίκορφον,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Δερβέν Καρυά,,Μοσχοκαρυά,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9982493,22.2637472
Λεσοβίτι,,Άνυδρον,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,39.0,22.0
Κιουτσουκλή,,Μικρόν Πλαγιάρι,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Ντίσπερη,,Λυκοτρίχι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.7256777,20.8166532
Δογαντζή,,Άγιος Αντώνιος,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.0982568,23.9817139
Λιγούδιστα,,Χώρα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.0516331,21.7169899
Αληκοντούζι,,Παληό Λουτρόν,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,39.0,22.0
Καρά Γιουσουφλάρ,,Κρυόνερον,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Μαλενίτι,,Ξηρόκαμπος,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.2220054,21.6777309
Σιτίστα,,Γραμμένη Οξυά,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,206/1927,,38.7365257,22.0065866
Ζέλη,,Ζηλευτόν,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,39.0,22.0
Δραγάρι,,Καστανών,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Μπρούφλιανη,,Δίλοφον,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,39.0,22.0
Δοβρίνοβον,,Ηλιοχώρι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.9804795,20.9104572
Μορκιούς,,Ηλιόκαλη,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.6178399,20.9696376
Τελκελή,,Πετράλωνα,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.3691353,23.1590859
Πέρα Χωμέριανη,,Ανατολή,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.7709746,22.1265063
Ιμίρμπεη,,Ανθήλη,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.8488405,22.479451
Λοζέτσι,,Ελληνικόν,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.0,22.0
Σουβάλα,,Βαθύκοιλα,Βαθύκοιλον,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,39.0,22.0
Εδώθε Χωμέριανη,,Δάφνη,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.7519128,22.1573411
Σεκεμλή,Σεμεκλή,Ρουδιά,Ροδιά,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Πιτσιά,,Σιτοχώρι,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.3236856,21.8120608
Χούμκος,,Χουμνικόν,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,,41.13093,23.54439
Μάντετσι,,Περιστέρι,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.833866,22.1616948
Τοπλίκια,Τοπλίκη,Γεροπλάτανος,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.5006603,23.4269521
Ρίπεσι,,Κεφαλόβρυση,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.3394626,21.8222901
Σεποτνίκια,,Ριζά,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.5052756,23.443749
Αϊσέρι,,Άγιος Σεραφείμ,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,39.0,22.0
Αβδαμάλ,,Σησαμιά,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,,41.178961,23.0359943
Ραβνά,,Πετροκέρασα,,ΜΑΚΕΔΟΝΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΛΑΓΚΑΔΑ,179/1927,,40.516189,23.2848979
Λεσινίτσα,,Βρυσοχώριον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Ραχμανλή,Ραμχανλή,Αμυγδαλοχώρι,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.8358576,23.6814224
Λυκόβη,,Ιερόκαστρον,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Μπας Κιόι,,Κεφαλοχώρι,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.9930548,23.2773099
Μπουνάρμπαση,,Κεφαλάρι,,ΜΑΚΕΔΟΝΙΑ,ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,76/1927,,41.064736,24.2568039
Μουρτάτον,,Γλυκόριζον,Γλυκορρίζιον,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,206/1927,,39.0,22.0
Γενή Τσιφλίκ,,Χωραφάκια,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,,40.9096112,23.5955377
Σαϊτά,,Λαγκάδι,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,,40.849882,23.5596249
Αλή Πασά,Αλή Πασσά,Νεροχώρι,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,179/1927,,41.1903772,23.2224237
Δολάπ,,Σαρακατσανέικον,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,179/1927,,41.173848,23.2898266
Ορμανλή,,Δασοχώρι,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,1927-07-01 00:00:00,,41.1647336,23.267456
Βεζνίκον,,Μόνοικος,Μόνοικον,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,1927-07-01 00:00:00,,41.13093,23.54439
Ραχωβίτσα,,Μαρμαράς,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,1927-07-01 00:00:00,,41.1589726,23.6115956
Ακ Μπουνάρ,,Μικρός Βάβδος,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Κρετσούνιστα,,Δεσποτικόν,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.0,22.0
Ποδογορά,,Περδικονέρι,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.1807974,21.6769362
Βαρυμπόπη,,Αριά,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,→ Μοναστήριον,37.231963,21.817972
Σμόκοβον,,Πύργος,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,39.0333291,22.6150196
Οσμανλή,,Νερόμυλος,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.0930546,23.819684073441557
Λάλα,,Ροδωνιά,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.9201741,22.2314627
Σαμπρίκι,,Μεταξάδα,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.0970718,21.745471
Μποντιά,,Μάλθη,,ΠΕΛΟΠΟΝΝΗΣΟΣ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,306/1927,,37.2367208,21.861209
Σωποτσέλιον,Σομποτσέλι,Αμπελιές,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Μουνούχι,,Μαυροθάλασσα,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.8923183,23.7494741
Ζωνδήλα Ζαγορίου,,Δίκορφον,Δικόρυφον,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Τσαρκοβίστα Ιωαννίνων,,Δωδώνη,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.5438761,20.7716938
Τσιγγανάδες,,Νέα Γωνιά,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.3626295,23.094524
Ντερέ Μαχαλά,,Ρεύμα,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Κοπάτσι,,Βέργη,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.9544938,23.3996716
Τζουμά Μαχαλά,,Παρχάρι,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.9603614,23.3427285
Ντερέ Μαχαλά,,Καυκασιανά,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.8577566,23.6238786
Έζιοβα,,Νεροπλατάνα,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,→ Δάφνη,41.13093,23.54439
Αληζώτ Τσιφλίκ,Αλιζότ Τσιφλίκ,Γεροπλάτανος,Γερωπλάτανος,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.9705209,20.6260983
Μέργιανη,,Λυγαριά,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,,40.9784899,23.4350064
Κούτσιος,,Ευκαρπία,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,1927-07-01 00:00:00,,40.8629192,23.7719689
Μπεκί,Μπεκή,Σταυρός,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΦΘΙΩΤΙΔΟΣ,ΦΘΙΩΤΙΔΟΣ,206/1927,,38.8956256,22.3708838
Ροδοτόβι,,Ροδοτόπι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.7070797,20.7257986
Ρεβενίκια,,Μεγάλη Παναγιά,Μεγάλη Παναγία,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΑΡΝΑΙΑΣ,179/1927,,40.4443351,23.6803681
Μπελθούκι,,Πυξαριά,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,40.1231547,20.709542
Ζαγόριανη,,Χρυσορράχη,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.830657,20.6137321
Γκούρα,,Βαπτιστής,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.553241,21.0379373
Μπαρκμάδι,,Καστρίτσα,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.6312966,20.9216455
Ζελίστα,,Φωτεινόν,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Μογγλιούς,,Καρυδιές,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Δρομπίτσιστα,,Δασερή,,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,179/1927,,40.7568426,21.0729157
Μόσιορη,,Σιταριά,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.869717,20.5241603
Δέντσικον,,Γαλαταριά,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,39.0,22.0
Κάτω Ραβνά,,Μαραθούσα,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΑΡΝΑΙΑΣ,1927-07-01 00:00:00,,39.0,22.0
Δοβίσδανα,,Χαλάσματα,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Ντερέ Μαχαλέ,,Πλατανοχώρι,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΑΡΝΑΙΑΣ,1927-07-01 00:00:00,,40.5471881,23.4148552
Καρά Ορμάν,,Μαυρόλογγος,,ΜΑΚΕΔΟΝΙΑ,ΣΕΡΡΩΝ,ΒΙΣΑΛΤΙΑΣ,179/1927,,40.9460437,23.5798221
Ισά Όμπαση,,Γερακιά,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΑΡΝΑΙΑΣ,1927-07-01 00:00:00,,39.0,22.0
Σοφουλάρ,,Αγγελοχώρι,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΑΡΝΑΙΑΣ,1927-07-01 00:00:00,,39.0,22.0
Σούλι Ντίνου,,Σουλόπουλον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.0,22.0
Μπλήσδιανη,,Λαγκάδα,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,40.2119101,20.8600988
Ζέλενιτς,Ζελενίτσιον,Σκλήθρον,,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,179/1927,,40.8014,21.48495
Σέλτσα,,Διασελάκι,Διασσελάκιον,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,206/1927,,38.657503,21.5502
Σέλτσα,Σέλτση,Οξυά,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,40.2427376,20.819117
Κορτίνιστα,,Νικάνωρας,Νικάνωρ,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,40.0893973,20.7808357
Πυροβίτσικα,,Καλόβρυση,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,40.0798894,20.6190673
Κοζίτσα,,Καστρί,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,206/1927,→ Αμπελακιώτισσα,38.67305465,21.012061921068934
Ζέλιστα,,Εξοχή,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,179/1927,,39.6843704,20.8272257
Νίβιτσα,Νίβιστα,Ψαράδες,,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,206/1927,,40.82994,21.0308956
Λάγενη,,Τριανταφυλλιά,Τριανταφυλλέα,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,179/1927,,40.697758,21.3976713
Δρεστενίκον,,Τρίστενον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Λεσκάτσι,,Ασημοχώρι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,76/1927,,40.2595667,20.7533491
Τύρσια,,Τρίβουνον,,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,179/1927,,40.74022,21.29875
Ίσβορον,,Αμάραντος,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,76/1927,,40.1618695,20.7263565
Όστιμα,,Τρίγωνον,,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,179/1927,,40.836253114218806,21.143749418120816
Μούρστανο,Μουροτιάνον,Λυσιμάχεια,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΜΕΣΟΛΟΓΓΙΟΥ,206/1927,,38.5454859,21.3373395
Κάτω Κόττορι,,Υδρούσα,Υδρούσσα,ΜΑΚΕΔΟΝΙΑ,ΦΛΩΡΙΝΗΣ,ΦΛΩΡΙΝΗΣ,179/1927,,40.72480055,21.457722733214013
Μπρέσιακος,Μπρέσακον,Κλεισόρεμα,Κλεισόρρευμα,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΜΕΣΟΛΟΓΓΙΟΥ,206/1927,,39.0,22.0
Γκρίσπανη,,Ελεύθερον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΗΣ,76/1927,,39.0,22.0
Πογδόριανη,,Παρακάλαμον,Παρακάλαμος,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.0,22.0
Μικρό Προσγόλι,,Μικρό Περιστέρι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.7393726,21.0894115
Αβαντλήδες,Αβανλήδες,Πρινοχώρι,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,40.3940439,23.1978172
Βερδίτσα,,Αυλάκι,,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΒΑΛΤΟΥ,206/1927,,39.1496798,21.3790946
Μέγα Προσγόλι,,Μέγα Περιστέριον,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.0,22.0
Βαλτσώρα,,Πηγάδια,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,,39.4621451,20.9668832
Πριάντζα,,Τρίκλινος,Τρίκλινον,ΣΤΕΡΕΑ ΕΛΛΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΒΑΛΤΟΥ,206/1927,,39.0,22.0
Καγιατζίκ,,Παλιόκαστρον,,ΜΑΚΕΔΟΝΙΑ,ΧΑΛΚΙΔΙΚΗΣ,ΧΑΛΚΙΔΙΚΗΣ,179/1927,,39.0,22.0
Δόβρον,,Παλαιά Αλώνια,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,179/1927,→ Πετράλωνα,39.0,22.0
Βορδώ,,Μονολίθι,,ΗΠΕΙΡΟΣ,ΙΩΑΝΝΙΝΩΝ,ΔΩΔΩΝΗΣ,76/1927,,39.4452252,21.0203455
